DIN/PIN,"Plan","Rec Eff Date","Rec End Date","Ben Grp List","LCA Ind","Pay Gen Ind","Brand Nm","Manuf","Generic Nm","Dosage Form","Trial Flg","Max Price","LCA Price","RDP Cat","RDP Sub Cat","RDP Price","RDP Excl Plans","Can Fed Reg Cd","Pcare Plan Desc","Max Days Supply","Qty Limit","Formulary List Date","Ltd Use Flag","Max Daily Qty","Max Period Qty","Max Period Qty Days","Max Annual Qty","BGTS Cat Cd","BGTS Cat Desc","BGTS Max Annual Qty"	
00004421,"F",20220223,20221231,"A ,B ,C ,F ,U ,W ","","N","Aerosporin Sterile Powder","000000","POLYMYXIN B SULFATE 500K UNIT HS","VIAL","N", 0003.4117, 0000.0000,"","",,"","P","At Home Program", 035, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00004421,"F",20230101,20231231,"A ,B ,C ,F ,U ,W ","","N","Aerosporin Sterile Powder","000000","POLYMYXIN B SULFATE 500K UNIT HS","VIAL","N", 0003.4117, 0000.0000,"","",,"","P","At Home Program", 035, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00004421,"F",20240101,20240312,"A ,B ,C ,F ,U ,W ","","N","Aerosporin Sterile Powder","000000","POLYMYXIN B SULFATE 500K UNIT HS","VIAL","N", 0003.4117, 0000.0000,"","",,"","P","At Home Program", 035, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00004421,"F",20240313,20241231,"A ,B ,C ,F ,U ,W ","","N","Aerosporin Sterile Powder","000000","POLYMYXIN B SULFATE 500K UNIT HS","VIAL","N", 0003.4117, 0000.0000,"","",,"","P","At Home Program", 035, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00004421,"I",20220223,20221231,"A ,B ,C ,F ,U ,W ","","N","Aerosporin Sterile Powder","000000","POLYMYXIN B SULFATE 500K UNIT HS","VIAL","N", 0003.4117, 0000.0000,"","",,"","P","Fair PharmaCare", 035, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00004421,"I",20230101,20231231,"A ,B ,C ,F ,U ,W ","","N","Aerosporin Sterile Powder","000000","POLYMYXIN B SULFATE 500K UNIT HS","VIAL","N", 0003.4117, 0000.0000,"","",,"","P","Fair PharmaCare", 035, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00004421,"I",20240101,20240312,"A ,B ,C ,F ,U ,W ","","N","Aerosporin Sterile Powder","000000","POLYMYXIN B SULFATE 500K UNIT HS","VIAL","N", 0003.4117, 0000.0000,"","",,"","P","Fair PharmaCare", 035, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00004421,"I",20240313,20241231,"A ,B ,C ,F ,U ,W ","","N","Aerosporin Sterile Powder","000000","POLYMYXIN B SULFATE 500K UNIT HS","VIAL","N", 0003.4117, 0000.0000,"","",,"","P","Fair PharmaCare", 035, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00004421,"W",20220223,20221231,"A ,B ,C ,F ,U ,W ","","N","Aerosporin Sterile Powder","000000","POLYMYXIN B SULFATE 500K UNIT HS","VIAL","N", 0003.4117, 0000.0000,"","",,"","P","First Nations Health Benefits", 035, 99999999,20171001,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00004421,"W",20230101,20231231,"A ,B ,C ,F ,U ,W ","","N","Aerosporin Sterile Powder","000000","POLYMYXIN B SULFATE 500K UNIT HS","VIAL","N", 0003.4117, 0000.0000,"","",,"","P","First Nations Health Benefits", 035, 99999999,20171001,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00004421,"W",20240101,20240312,"A ,B ,C ,F ,U ,W ","","N","Aerosporin Sterile Powder","000000","POLYMYXIN B SULFATE 500K UNIT HS","VIAL","N", 0003.4117, 0000.0000,"","",,"","P","First Nations Health Benefits", 035, 99999999,20171001,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00004421,"W",20240313,20241231,"A ,B ,C ,F ,U ,W ","","N","Aerosporin Sterile Powder","000000","POLYMYXIN B SULFATE 500K UNIT HS","VIAL","N", 0003.4117, 0000.0000,"","",,"","P","First Nations Health Benefits", 035, 99999999,20171001,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00004448,"NB",20150915,40001230,"","","N","Marzine Inj 50mg/Ml","000000","CYCLIZINE LACTATE 50 MG/ML HH","AMPUL","N", 0000.0000, 0000.0000,"","",,"","P","Non-Benefit", 000, 99999999,19940101,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00004456,"B",20220223,20221231,"A ,B ,C ,F ,PC,U ,W ","","N","Lanoxin Inj 0.05mg/Ml Pediatric","000000","DIGOXIN 0.05 MG/ML HH","AMPUL","N", 0004.5360, 0000.0000,"","",,"","P","Licensed Residential Care Facilities", 100, 99999999,20010201,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00004456,"B",20230101,20231231,"A ,B ,C ,F ,PC,U ,W ","","N","Lanoxin Inj 0.05mg/Ml Pediatric","000000","DIGOXIN 0.05 MG/ML HH","AMPUL","N", 0004.5360, 0000.0000,"","",,"","P","Licensed Residential Care Facilities", 100, 99999999,20010201,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00004456,"B",20240101,20240312,"A ,B ,C ,F ,PC,U ,W ","","N","Lanoxin Inj 0.05mg/Ml Pediatric","000000","DIGOXIN 0.05 MG/ML HH","AMPUL","N", 0004.5360, 0000.0000,"","",,"","P","Licensed Residential Care Facilities", 100, 99999999,20010201,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00004456,"B",20240313,20241231,"A ,B ,C ,F ,PC,U ,W ","","N","Lanoxin Inj 0.05mg/Ml Pediatric","000000","DIGOXIN 0.05 MG/ML HH","AMPUL","N", 0004.5360, 0000.0000,"","",,"","P","Licensed Residential Care Facilities", 100, 99999999,20010201,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00004456,"C",20220223,20221231,"A ,B ,C ,F ,PC,U ,W ","","N","Lanoxin Inj 0.05mg/Ml Pediatric","000000","DIGOXIN 0.05 MG/ML HH","AMPUL","N", 0004.5360, 0000.0000,"","",,"","P","Income Assistance", 100, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00004456,"C",20230101,20231231,"A ,B ,C ,F ,PC,U ,W ","","N","Lanoxin Inj 0.05mg/Ml Pediatric","000000","DIGOXIN 0.05 MG/ML HH","AMPUL","N", 0004.5360, 0000.0000,"","",,"","P","Income Assistance", 100, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00004456,"C",20240101,20240312,"A ,B ,C ,F ,PC,U ,W ","","N","Lanoxin Inj 0.05mg/Ml Pediatric","000000","DIGOXIN 0.05 MG/ML HH","AMPUL","N", 0004.5360, 0000.0000,"","",,"","P","Income Assistance", 100, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00004456,"C",20240313,20241231,"A ,B ,C ,F ,PC,U ,W ","","N","Lanoxin Inj 0.05mg/Ml Pediatric","000000","DIGOXIN 0.05 MG/ML HH","AMPUL","N", 0004.5360, 0000.0000,"","",,"","P","Income Assistance", 100, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00004456,"F",20220223,20221231,"A ,B ,C ,F ,PC,U ,W ","","N","Lanoxin Inj 0.05mg/Ml Pediatric","000000","DIGOXIN 0.05 MG/ML HH","AMPUL","N", 0004.5360, 0000.0000,"","",,"","P","At Home Program", 100, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00004456,"F",20230101,20231231,"A ,B ,C ,F ,PC,U ,W ","","N","Lanoxin Inj 0.05mg/Ml Pediatric","000000","DIGOXIN 0.05 MG/ML HH","AMPUL","N", 0004.5360, 0000.0000,"","",,"","P","At Home Program", 100, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00004456,"F",20240101,20240312,"A ,B ,C ,F ,PC,U ,W ","","N","Lanoxin Inj 0.05mg/Ml Pediatric","000000","DIGOXIN 0.05 MG/ML HH","AMPUL","N", 0004.5360, 0000.0000,"","",,"","P","At Home Program", 100, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00004456,"F",20240313,20241231,"A ,B ,C ,F ,PC,U ,W ","","N","Lanoxin Inj 0.05mg/Ml Pediatric","000000","DIGOXIN 0.05 MG/ML HH","AMPUL","N", 0004.5360, 0000.0000,"","",,"","P","At Home Program", 100, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00004456,"I",20220223,20221231,"A ,B ,C ,F ,PC,U ,W ","","N","Lanoxin Inj 0.05mg/Ml Pediatric","000000","DIGOXIN 0.05 MG/ML HH","AMPUL","N", 0004.5360, 0000.0000,"","",,"","P","Fair PharmaCare", 100, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00004456,"I",20230101,20231231,"A ,B ,C ,F ,PC,U ,W ","","N","Lanoxin Inj 0.05mg/Ml Pediatric","000000","DIGOXIN 0.05 MG/ML HH","AMPUL","N", 0004.5360, 0000.0000,"","",,"","P","Fair PharmaCare", 100, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00004456,"I",20240101,20240312,"A ,B ,C ,F ,PC,U ,W ","","N","Lanoxin Inj 0.05mg/Ml Pediatric","000000","DIGOXIN 0.05 MG/ML HH","AMPUL","N", 0004.5360, 0000.0000,"","",,"","P","Fair PharmaCare", 100, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00004456,"I",20240313,20241231,"A ,B ,C ,F ,PC,U ,W ","","N","Lanoxin Inj 0.05mg/Ml Pediatric","000000","DIGOXIN 0.05 MG/ML HH","AMPUL","N", 0004.5360, 0000.0000,"","",,"","P","Fair PharmaCare", 100, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00004456,"P",20220223,20221231,"A ,B ,C ,F ,PC,U ,W ","","N","Lanoxin Inj 0.05mg/Ml Pediatric","000000","DIGOXIN 0.05 MG/ML HH","AMPUL","N", 0004.5360, 0000.0000,"","",,"","P","Palliative Care", 035, 99999999,20171001,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00004456,"P",20230101,20231231,"A ,B ,C ,F ,PC,U ,W ","","N","Lanoxin Inj 0.05mg/Ml Pediatric","000000","DIGOXIN 0.05 MG/ML HH","AMPUL","N", 0004.5360, 0000.0000,"","",,"","P","Palliative Care", 035, 99999999,20171001,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00004456,"P",20240101,20240312,"A ,B ,C ,F ,PC,U ,W ","","N","Lanoxin Inj 0.05mg/Ml Pediatric","000000","DIGOXIN 0.05 MG/ML HH","AMPUL","N", 0004.5360, 0000.0000,"","",,"","P","Palliative Care", 035, 99999999,20171001,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00004456,"P",20240313,20241231,"A ,B ,C ,F ,PC,U ,W ","","N","Lanoxin Inj 0.05mg/Ml Pediatric","000000","DIGOXIN 0.05 MG/ML HH","AMPUL","N", 0004.5360, 0000.0000,"","",,"","P","Palliative Care", 035, 99999999,20171001,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00004456,"W",20220223,20221231,"A ,B ,C ,F ,PC,U ,W ","","N","Lanoxin Inj 0.05mg/Ml Pediatric","000000","DIGOXIN 0.05 MG/ML HH","AMPUL","N", 0004.5360, 0000.0000,"","",,"","P","First Nations Health Benefits", 100, 99999999,20171001,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00004456,"W",20230101,20231231,"A ,B ,C ,F ,PC,U ,W ","","N","Lanoxin Inj 0.05mg/Ml Pediatric","000000","DIGOXIN 0.05 MG/ML HH","AMPUL","N", 0004.5360, 0000.0000,"","",,"","P","First Nations Health Benefits", 100, 99999999,20171001,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00004456,"W",20240101,20240312,"A ,B ,C ,F ,PC,U ,W ","","N","Lanoxin Inj 0.05mg/Ml Pediatric","000000","DIGOXIN 0.05 MG/ML HH","AMPUL","N", 0004.5360, 0000.0000,"","",,"","P","First Nations Health Benefits", 100, 99999999,20171001,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00004456,"W",20240313,20241231,"A ,B ,C ,F ,PC,U ,W ","","N","Lanoxin Inj 0.05mg/Ml Pediatric","000000","DIGOXIN 0.05 MG/ML HH","AMPUL","N", 0004.5360, 0000.0000,"","",,"","P","First Nations Health Benefits", 100, 99999999,20171001,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00004464,"B",20220223,20221231,"A ,B ,C ,F ,PC,U ,W ","","N","Lanoxin Inj 0.25mg/Ml","000000","DIGOXIN 0.25 MG/ML HH","AMPUL","N", 0002.2680, 0000.0000,"","",,"","P","Licensed Residential Care Facilities", 100, 99999999,20010201,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00004464,"B",20230101,20231231,"A ,B ,C ,F ,PC,U ,W ","","N","Lanoxin Inj 0.25mg/Ml","000000","DIGOXIN 0.25 MG/ML HH","AMPUL","N", 0002.2680, 0000.0000,"","",,"","P","Licensed Residential Care Facilities", 100, 99999999,20010201,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00004464,"B",20240101,20240312,"A ,B ,C ,F ,PC,U ,W ","","N","Lanoxin Inj 0.25mg/Ml","000000","DIGOXIN 0.25 MG/ML HH","AMPUL","N", 0002.2680, 0000.0000,"","",,"","P","Licensed Residential Care Facilities", 100, 99999999,20010201,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00004464,"B",20240313,20241231,"A ,B ,C ,F ,PC,U ,W ","","N","Lanoxin Inj 0.25mg/Ml","000000","DIGOXIN 0.25 MG/ML HH","AMPUL","N", 0002.2680, 0000.0000,"","",,"","P","Licensed Residential Care Facilities", 100, 99999999,20010201,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00004464,"C",20220223,20221231,"A ,B ,C ,F ,PC,U ,W ","","N","Lanoxin Inj 0.25mg/Ml","000000","DIGOXIN 0.25 MG/ML HH","AMPUL","N", 0002.2680, 0000.0000,"","",,"","P","Income Assistance", 100, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00004464,"C",20230101,20231231,"A ,B ,C ,F ,PC,U ,W ","","N","Lanoxin Inj 0.25mg/Ml","000000","DIGOXIN 0.25 MG/ML HH","AMPUL","N", 0002.2680, 0000.0000,"","",,"","P","Income Assistance", 100, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00004464,"C",20240101,20240312,"A ,B ,C ,F ,PC,U ,W ","","N","Lanoxin Inj 0.25mg/Ml","000000","DIGOXIN 0.25 MG/ML HH","AMPUL","N", 0002.2680, 0000.0000,"","",,"","P","Income Assistance", 100, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00004464,"C",20240313,20241231,"A ,B ,C ,F ,PC,U ,W ","","N","Lanoxin Inj 0.25mg/Ml","000000","DIGOXIN 0.25 MG/ML HH","AMPUL","N", 0002.2680, 0000.0000,"","",,"","P","Income Assistance", 100, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00004464,"F",20220223,20221231,"A ,B ,C ,F ,PC,U ,W ","","N","Lanoxin Inj 0.25mg/Ml","000000","DIGOXIN 0.25 MG/ML HH","AMPUL","N", 0002.2680, 0000.0000,"","",,"","P","At Home Program", 100, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00004464,"F",20230101,20231231,"A ,B ,C ,F ,PC,U ,W ","","N","Lanoxin Inj 0.25mg/Ml","000000","DIGOXIN 0.25 MG/ML HH","AMPUL","N", 0002.2680, 0000.0000,"","",,"","P","At Home Program", 100, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00004464,"F",20240101,20240312,"A ,B ,C ,F ,PC,U ,W ","","N","Lanoxin Inj 0.25mg/Ml","000000","DIGOXIN 0.25 MG/ML HH","AMPUL","N", 0002.2680, 0000.0000,"","",,"","P","At Home Program", 100, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00004464,"F",20240313,20241231,"A ,B ,C ,F ,PC,U ,W ","","N","Lanoxin Inj 0.25mg/Ml","000000","DIGOXIN 0.25 MG/ML HH","AMPUL","N", 0002.2680, 0000.0000,"","",,"","P","At Home Program", 100, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00004464,"I",20220223,20221231,"A ,B ,C ,F ,PC,U ,W ","","N","Lanoxin Inj 0.25mg/Ml","000000","DIGOXIN 0.25 MG/ML HH","AMPUL","N", 0002.2680, 0000.0000,"","",,"","P","Fair PharmaCare", 100, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00004464,"I",20230101,20231231,"A ,B ,C ,F ,PC,U ,W ","","N","Lanoxin Inj 0.25mg/Ml","000000","DIGOXIN 0.25 MG/ML HH","AMPUL","N", 0002.2680, 0000.0000,"","",,"","P","Fair PharmaCare", 100, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00004464,"I",20240101,20240312,"A ,B ,C ,F ,PC,U ,W ","","N","Lanoxin Inj 0.25mg/Ml","000000","DIGOXIN 0.25 MG/ML HH","AMPUL","N", 0002.2680, 0000.0000,"","",,"","P","Fair PharmaCare", 100, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00004464,"I",20240313,20241231,"A ,B ,C ,F ,PC,U ,W ","","N","Lanoxin Inj 0.25mg/Ml","000000","DIGOXIN 0.25 MG/ML HH","AMPUL","N", 0002.2680, 0000.0000,"","",,"","P","Fair PharmaCare", 100, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00004464,"P",20220223,20221231,"A ,B ,C ,F ,PC,U ,W ","","N","Lanoxin Inj 0.25mg/Ml","000000","DIGOXIN 0.25 MG/ML HH","AMPUL","N", 0002.2680, 0000.0000,"","",,"","P","Palliative Care", 035, 99999999,20171001,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00004464,"P",20230101,20231231,"A ,B ,C ,F ,PC,U ,W ","","N","Lanoxin Inj 0.25mg/Ml","000000","DIGOXIN 0.25 MG/ML HH","AMPUL","N", 0002.2680, 0000.0000,"","",,"","P","Palliative Care", 035, 99999999,20171001,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00004464,"P",20240101,20240312,"A ,B ,C ,F ,PC,U ,W ","","N","Lanoxin Inj 0.25mg/Ml","000000","DIGOXIN 0.25 MG/ML HH","AMPUL","N", 0002.2680, 0000.0000,"","",,"","P","Palliative Care", 035, 99999999,20171001,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00004464,"P",20240313,20241231,"A ,B ,C ,F ,PC,U ,W ","","N","Lanoxin Inj 0.25mg/Ml","000000","DIGOXIN 0.25 MG/ML HH","AMPUL","N", 0002.2680, 0000.0000,"","",,"","P","Palliative Care", 035, 99999999,20171001,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00004464,"W",20220223,20221231,"A ,B ,C ,F ,PC,U ,W ","","N","Lanoxin Inj 0.25mg/Ml","000000","DIGOXIN 0.25 MG/ML HH","AMPUL","N", 0002.2680, 0000.0000,"","",,"","P","First Nations Health Benefits", 100, 99999999,20171001,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00004464,"W",20230101,20231231,"A ,B ,C ,F ,PC,U ,W ","","N","Lanoxin Inj 0.25mg/Ml","000000","DIGOXIN 0.25 MG/ML HH","AMPUL","N", 0002.2680, 0000.0000,"","",,"","P","First Nations Health Benefits", 100, 99999999,20171001,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00004464,"W",20240101,20240312,"A ,B ,C ,F ,PC,U ,W ","","N","Lanoxin Inj 0.25mg/Ml","000000","DIGOXIN 0.25 MG/ML HH","AMPUL","N", 0002.2680, 0000.0000,"","",,"","P","First Nations Health Benefits", 100, 99999999,20171001,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00004464,"W",20240313,20241231,"A ,B ,C ,F ,PC,U ,W ","","N","Lanoxin Inj 0.25mg/Ml","000000","DIGOXIN 0.25 MG/ML HH","AMPUL","N", 0002.2680, 0000.0000,"","",,"","P","First Nations Health Benefits", 100, 99999999,20171001,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00004480,"B",20220223,20221231,"A ,B ,C ,F ,U ,W ","","N","Vasoxyl Inj 20mg/Ml","000000","METHOXAMINE HCL 20 MG/ML HH","AMPUL","N", 0008.8679, 0000.0000,"","",,"","P","Licensed Residential Care Facilities", 100, 99999999,20010201,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00004480,"B",20230101,20231231,"A ,B ,C ,F ,U ,W ","","N","Vasoxyl Inj 20mg/Ml","000000","METHOXAMINE HCL 20 MG/ML HH","AMPUL","N", 0008.8679, 0000.0000,"","",,"","P","Licensed Residential Care Facilities", 100, 99999999,20010201,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00004480,"B",20240101,20240312,"A ,B ,C ,F ,U ,W ","","N","Vasoxyl Inj 20mg/Ml","000000","METHOXAMINE HCL 20 MG/ML HH","AMPUL","N", 0008.8679, 0000.0000,"","",,"","P","Licensed Residential Care Facilities", 100, 99999999,20010201,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00004480,"B",20240313,20241231,"A ,B ,C ,F ,U ,W ","","N","Vasoxyl Inj 20mg/Ml","000000","METHOXAMINE HCL 20 MG/ML HH","AMPUL","N", 0008.8679, 0000.0000,"","",,"","P","Licensed Residential Care Facilities", 100, 99999999,20010201,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00004480,"C",20220223,20221231,"A ,B ,C ,F ,U ,W ","","N","Vasoxyl Inj 20mg/Ml","000000","METHOXAMINE HCL 20 MG/ML HH","AMPUL","N", 0008.8679, 0000.0000,"","",,"","P","Income Assistance", 100, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00004480,"C",20230101,20231231,"A ,B ,C ,F ,U ,W ","","N","Vasoxyl Inj 20mg/Ml","000000","METHOXAMINE HCL 20 MG/ML HH","AMPUL","N", 0008.8679, 0000.0000,"","",,"","P","Income Assistance", 100, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00004480,"C",20240101,20240312,"A ,B ,C ,F ,U ,W ","","N","Vasoxyl Inj 20mg/Ml","000000","METHOXAMINE HCL 20 MG/ML HH","AMPUL","N", 0008.8679, 0000.0000,"","",,"","P","Income Assistance", 100, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00004480,"C",20240313,20241231,"A ,B ,C ,F ,U ,W ","","N","Vasoxyl Inj 20mg/Ml","000000","METHOXAMINE HCL 20 MG/ML HH","AMPUL","N", 0008.8679, 0000.0000,"","",,"","P","Income Assistance", 100, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00004480,"F",20220223,20221231,"A ,B ,C ,F ,U ,W ","","N","Vasoxyl Inj 20mg/Ml","000000","METHOXAMINE HCL 20 MG/ML HH","AMPUL","N", 0008.8679, 0000.0000,"","",,"","P","At Home Program", 100, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00004480,"F",20230101,20231231,"A ,B ,C ,F ,U ,W ","","N","Vasoxyl Inj 20mg/Ml","000000","METHOXAMINE HCL 20 MG/ML HH","AMPUL","N", 0008.8679, 0000.0000,"","",,"","P","At Home Program", 100, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00004480,"F",20240101,20240312,"A ,B ,C ,F ,U ,W ","","N","Vasoxyl Inj 20mg/Ml","000000","METHOXAMINE HCL 20 MG/ML HH","AMPUL","N", 0008.8679, 0000.0000,"","",,"","P","At Home Program", 100, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00004480,"F",20240313,20241231,"A ,B ,C ,F ,U ,W ","","N","Vasoxyl Inj 20mg/Ml","000000","METHOXAMINE HCL 20 MG/ML HH","AMPUL","N", 0008.8679, 0000.0000,"","",,"","P","At Home Program", 100, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00004480,"I",20220223,20221231,"A ,B ,C ,F ,U ,W ","","N","Vasoxyl Inj 20mg/Ml","000000","METHOXAMINE HCL 20 MG/ML HH","AMPUL","N", 0008.8679, 0000.0000,"","",,"","P","Fair PharmaCare", 100, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00004480,"I",20230101,20231231,"A ,B ,C ,F ,U ,W ","","N","Vasoxyl Inj 20mg/Ml","000000","METHOXAMINE HCL 20 MG/ML HH","AMPUL","N", 0008.8679, 0000.0000,"","",,"","P","Fair PharmaCare", 100, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00004480,"I",20240101,20240312,"A ,B ,C ,F ,U ,W ","","N","Vasoxyl Inj 20mg/Ml","000000","METHOXAMINE HCL 20 MG/ML HH","AMPUL","N", 0008.8679, 0000.0000,"","",,"","P","Fair PharmaCare", 100, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00004480,"I",20240313,20241231,"A ,B ,C ,F ,U ,W ","","N","Vasoxyl Inj 20mg/Ml","000000","METHOXAMINE HCL 20 MG/ML HH","AMPUL","N", 0008.8679, 0000.0000,"","",,"","P","Fair PharmaCare", 100, 99999999,20180221,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
00004480,"W",20220223,20221231,"A ,B ,C ,F ,U ,W ","","N","Vasoxyl Inj 20mg/Ml","000000","METHOXAMINE HCL 20 MG/ML HH","AMPUL","N", 0008.8679, 0000.0000,"","",,"","P","First Nations Health Benefits", 100, 99999999,20171001,"N", 00000000.0, 00000000.0, 00000, 00000000.0,"NA","Not Applicable",	
